Purchase Type Group,Purchased By,Sales Total Inc VAT,Sales Total EX VAT,VAT on VATQ Sale,Sale Type Group,Stock Number,Registration,Supplier Name,Customer PostCode,Sale Date,Purchase Price,Make,Model,Description,BodyStyle,Days In Stock,Sales Executive,Customer Name,Chassis Number,Date of Registration,Colour,Purchase Date,Mileage,Road Fund Licence Cost,CherishedFee,ReconCosts
Margin Scheme Vehicles,PUR00007,67700.0,71695.0,0.0,Margin Scheme Vehicles,S00264,REG01124,SUP00454,POST00006,17/09/2025 00:00,70750.0,Audi,RS4 Avant,RS4 Avant 2.9 TFSI V6 Vorsprung 5dr Automatic Petrol ,Estate,156,EXEC00012,Customer00559,CHS01042,26/06/2024 00:00,Black,14/04/2025 00:00,2617.0,620.0,0,307.18
Margin Scheme Vehicles,PUR00010,43450.0,45512.0,0.0,Margin Scheme Vehicles,S01007,REG00941,SUP00833,POST00599,17/09/2025 00:00,40600.0,Audi,RS Q3,RS Q3 2.5 TFSI Audi Sport Edition 5dr Automatic Petrol ,SUV,43,EXEC00022,Customer00225,CHS01037,01/09/2020 00:00,Blue,05/08/2025 00:00,19850.0,0.0,0,2892.83
Margin Scheme Vehicles,PUR00007,67700.0,67700.0,0.0,Margin Scheme Vehicles,S01011,REG00894,SUP00621,POST00926,17/09/2025 00:00,65494.0,Mercedes-Benz,GLE,GLE 3.0 GLE450dh MHEV AMG Line 5dr Automatic Diesel Hybrid ,SUV,42,EXEC00005,Customer00221,CHS00484,19/11/2024 00:00,Black,06/08/2025 00:00,5937.0,0.0,0,438.29
Margin Scheme Vehicles,PUR00011,59250.0,62392.0,0.0,Margin Scheme Vehicles,S01064,REG00573,SUP00226,POST00428,17/09/2025 00:00,56000.0,Porsche,718 Cayman,718 Cayman 4.0 GTS 2dr Automatic Petrol ,Coupe,35,EXEC00022,Customer00249,CHS00850,08/09/2021 00:00,Yellow,13/08/2025 00:00,16829.0,620.0,80,100.0
Margin Scheme Vehicles,,59950.0,62797.0,0.0,Margin Scheme Vehicles,S01084,REG01117,SUP00644,POST00599,17/09/2025 00:00,55000.0,BMW,M3,M3 3.0 BiTurbo Competition 4dr Automatic Petrol ,Saloon,29,EXEC00022,Customer00225,CHS00699,30/11/2022 00:00,Skyscraper Grey metallic,19/08/2025 00:00,16609.0,0.0,0,82.0
VAT Qualifying Vehicles,PUR00015,37083.33,37278.33,7416.67,VAT Qualifying Vehicles,S01098,REG00045,SUP00875,POST00621,17/09/2025 00:00,32916.67,Mercedes-Benz,EQS,EQS 0.0 EQS 450+ Exclusive Luxury 5dr Automatic Electric ,Hatchback,27,EXEC00016,Customer00043,CHS00428,25/08/2022 00:00,Black,21/08/2025 00:00,35470.0,195.0,0,4983.1
Margin Scheme Vehicles,PUR00015,86990.0,91089.0,0.0,Margin Scheme Vehicles,S01142,REG00672,SUP00533,POST00457,17/09/2025 00:00,85000.0,Land Rover,Range Rover,Range Rover 4.4 P530 V8 Autobiography 5dr Automatic Petrol ,SUV,16,EXEC00022,Customer00627,CHS00203,26/09/2022 00:00,White,01/09/2025 00:00,26258.0,0.0,0,1958.58
Margin Scheme Vehicles,PUR00007,62950.0,62950.0,0.0,Margin Scheme Vehicles,S01156,REG00953,SUP00016,POST00826,17/09/2025 00:00,58500.0,Porsche,Cayenne,Cayenne 3.0 V6 E-Hybrid Platinum Edition 5dr Automatic Petrol Plug-in Hybrid ,Coupe,15,EXEC00014,Customer00172,CHS00984,12/10/2022 00:00,Grey,02/09/2025 00:00,35882.0,0.0,0,2515.72
VAT Qualifying Vehicles,PUR00015,17916.67,17916.67,3583.33,Qualifying Trade Sale Vehicles,S00464,REG00029,SUP00875,POST00909,18/09/2025 00:00,15000.0,Mercedes-Benz,EQC,EQC 0.0 EQC 400 AMG Line 5dr Automatic Electric ,SUV,126,EXEC00020,Customer00946,CHS00416,24/05/2021 00:00,Black,15/05/2025 00:00,60535.0,0.0,0,0.0
Margin Scheme Vehicles,,25750.0,25750.0,0.0,Trade Sale Vehicles,S00582,REG00965,SUP00617,POST00909,18/09/2025 00:00,24000.0,Volkswagen,Transporter,Transporter 2.0 BiTDI T32 BlueMotion Tech 4dr Automatic Diesel ,Window Van,107,EXEC00020,Customer00946,CHS01060,28/06/2017 00:00,Grey,03/06/2025 00:00,65687.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00007,53000.0,53000.0,0.0,Margin Scheme Vehicles,S00623,REG00638,SUP00847,POST00106,18/09/2025 00:00,51000.0,Porsche,Macan,Macan 2.9 T V6 S 5dr Automatic Petrol ,SUV,101,EXEC00012,Customer00712,CHS00951,23/02/2024 00:00,Red,09/06/2025 00:00,39489.0,0.0,0,6158.02
Margin Scheme Vehicles,PUR00015,14700.0,14700.0,0.0,Trade Sale Vehicles,S00887,REG00738,SUP00646,POST00909,18/09/2025 00:00,14000.0,MINI,Countryman,Countryman 2.0 Cooper S Classic 5dr Manual Petrol ,SUV,64,EXEC00020,Customer00946,CHS00803,07/03/2019 00:00,Island Blue,16/07/2025 00:00,20591.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00007,47500.0,47500.0,0.0,Margin Scheme Vehicles,S01000,REG00126,SUP00109,POST00639,18/09/2025 00:00,44050.0,Jeep,Wrangler,Wrangler 2.0 GME Rubicon 4dr Automatic Petrol ,SUV,44,EXEC00012,Customer00838,CHS00001,31/10/2024 00:00,Tuscadero,05/08/2025 00:00,4437.0,0.0,0,60.0
Margin Scheme Vehicles,PUR00015,44995.0,44995.0,0.0,Margin Scheme Vehicles,S01008,REG01093,SUP00069,POST00847,18/09/2025 00:00,34500.0,Porsche,Taycan,Taycan 0.0 Performance Plus 4dr Automatic Electric ,Saloon,44,EXEC00012,Customer00487,CHS00926,31/10/2022 00:00,Grey,05/08/2025 00:00,57610.0,0.0,0,1105.77
Margin Scheme Vehicles,PUR00007,51750.0,54082.0,0.0,Margin Scheme Vehicles,S01058,REG00553,SUP00203,POST00039,18/09/2025 00:00,48512.0,BMW,3 Series,3 Series 3.0 M340d MHT 5dr Automatic Diesel Hybrid ,Estate,36,EXEC00009,Customer00310,CHS00608,20/10/2023 00:00,Brooklyn Grey,13/08/2025 00:00,14952.0,620.0,0,882.34
Margin Scheme Vehicles,PUR00015,63490.0,63490.0,0.0,Margin Scheme Vehicles,S01065,REG01087,SUP00778,POST00595,18/09/2025 00:00,59500.0,Land Rover,Range Rover Sport,Range Rover Sport 3.0 D300 MHEV Dynamic SE 5dr Automatic Diesel ,SUV,35,EXEC00001,Customer00723,CHS00135,12/06/2023 00:00,Black,14/08/2025 00:00,30698.0,0.0,0,1135.0
Margin Scheme Vehicles,PUR00007,52800.0,55288.0,0.0,Margin Scheme Vehicles,S01070,REG00397,SUP00306,POST00316,18/09/2025 00:00,49615.0,Alpine,A110,A110 1.8 Turbo S 2dr Automatic Petrol ,Coupe,35,EXEC00001,Customer00292,CHS00375,11/03/2024 00:00,Grey,14/08/2025 00:00,4255.0,0.0,0,881.0
Margin Scheme Vehicles,PUR00010,35950.0,35950.0,0.0,Margin Scheme Vehicles,S01081,REG00167,SUP00833,POST00504,18/09/2025 00:00,33000.0,Volkswagen,Arteon,Arteon 2.0 TSI R 5dr Automatic Petrol ,Estate,30,EXEC00027,Customer00185,CHS01078,13/03/2024 00:00,Grey,19/08/2025 00:00,16636.0,0.0,0,94.74
Margin Scheme Vehicles,PUR00017,34205.0,34205.0,0.0,Margin Scheme Vehicles,S01107,REG00666,SUP00448,POST00899,18/09/2025 00:00,31250.0,BMW,Z4,Z4 2.0 20i M Sport 2dr Automatic Petrol ,Convertible,23,EXEC00007,Customer00527,CHS00648,26/04/2023 00:00,San Francisco Red,26/08/2025 00:00,13610.0,0.0,0,579.58
Margin Scheme Vehicles,PUR00015,27950.0,27950.0,0.0,Margin Scheme Vehicles,S01120,REG00373,SUP00013,POST00755,18/09/2025 00:00,23500.0,Audi,A6 Avant,A6 Avant 2.0 TFSI Black Edition 5dr Automatic Petrol ,Estate,22,EXEC00014,Customer00333,CHS00535,27/08/2021 00:00,White,27/08/2025 00:00,42419.0,0.0,0,70.0
Margin Scheme Vehicles,PUR00007,63000.0,63620.0,0.0,Margin Scheme Vehicles,S01144,REG00070,SUP00293,POST00818,18/09/2025 00:00,59456.0,BMW,X5,X5 3.0 40d MHT M Sport 5dr Automatic Diesel Hybrid ,SUV,17,EXEC00005,Customer00125,CHS00585,05/01/2024 00:00,Dravit Grey,01/09/2025 00:00,25117.0,620.0,0,954.0
Margin Scheme Vehicles,PUR00018,18500.0,18500.0,0.0,Trade Sale Vehicles,S01174,REG00957,SUP00906,POST00909,18/09/2025 00:00,16500.0,BMW,7 Series,7 Series 3.0 730Ld M Sport 4dr Automatic Diesel ,Saloon,10,EXEC00020,Customer00946,CHS00614,01/12/2017 00:00,Mineral White,08/09/2025 00:00,61000.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00001,14500.0,14500.0,0.0,Trade Sale Vehicles,S01175,REG00258,SUP00509,POST00909,18/09/2025 00:00,14500.0,Honda,Civic,Civic 2.0 i-VTEC Type R GT 5dr Manual Petrol ,Hatchback,10,EXEC00020,Customer00946,CHS00348,09/05/2016 00:00,Black,08/09/2025 00:00,65878.0,0.0,0,0.0
VAT Qualifying Vehicles,PUR00007,47250.0,47445.0,9450.0,VAT Qualifying Vehicles,S01178,REG01080,SUP00031,POST00679,18/09/2025 00:00,45000.0,Porsche,Taycan,Taycan 0.0 Performance 4S 4dr Automatic Electric ,Saloon,10,EXEC00022,Customer00945,CHS00928,01/01/2023 00:00,Black,08/09/2025 00:00,10721.0,195.0,0,60.0
VAT Qualifying Vehicles,PUR00015,16500.0,16500.0,3300.0,Qualifying Trade Sale Vehicles,S01185,REG01102,SUP00084,POST00909,18/09/2025 00:00,15500.0,Ford,Ranger,Ranger 2.0 EcoBlue Wildtrak 4dr Automatic Diesel ,Pickup,9,EXEC00020,Customer00946,CHS00037,26/04/2021 00:00,Agate Black (Premium Paint),09/09/2025 00:00,38700.0,0.0,0,0.0
Margin Scheme Vehicles,,89000.0,93029.0,0.0,Margin Scheme Vehicles,S00065,REG00152,SUP00758,POST00051,19/09/2025 00:00,91000.0,Audi,RSQ8,RSQ8 4.0 TFSI V8 Vorsprung 5dr Automatic Petrol ,SUV,218,EXEC00001,Customer00806,CHS01001,22/05/2023 00:00,Black,13/02/2025 00:00,11345.0,0.0,0,0.0
Margin Scheme Vehicles,,36950.0,38240.0,0.0,Margin Scheme Vehicles,S00228,REG00589,SUP00144,POST00242,19/09/2025 00:00,49624.87,Land Rover,Range Rover Sport,Range Rover Sport 5.0 P525 V8 Autobiography Dynamic 5dr Automatic Petrol ,SUV,164,EXEC00022,Customer00028,CHS00250,30/09/2019 00:00,Black,08/04/2025 00:00,51258.0,0.0,0,1386.61
Margin Scheme Vehicles,PUR00010,47182.5,48735.5,0.0,Margin Scheme Vehicles,S00829,REG00986,SUP00049,POST00418,19/09/2025 00:00,44500.0,Porsche,Cayenne,Cayenne 3.0 T V6 5dr Automatic Petrol ,SUV,73,EXEC00018,Customer00518,CHS00990,22/12/2021 00:00,Black,08/07/2025 00:00,31697.0,0.0,0,1875.77
Margin Scheme Vehicles,PUR00007,177950.0,179714.0,0.0,Margin Scheme Vehicles,S00837,REG00125,SUP00258,POST00823,19/09/2025 00:00,161000.0,Lamborghini,Huracan,Huracan 5.2 V10 LP 640-4 Performante 2dr Automatic Petrol ,Coupe,72,EXEC00022,Customer00417,CHS01181,05/03/2019 00:00,Orange,09/07/2025 00:00,18383.0,195.0,0,2111.24
Margin Scheme Vehicles,PUR00017,40345.0,40965.0,0.0,Margin Scheme Vehicles,S00873,REG00109,SUP00755,POST00361,19/09/2025 00:00,40500.0,Mercedes-Benz,A Class,A Class 2.0 A45 AMG S Plus 5dr Automatic Petrol ,Hatchback,66,EXEC00007,Customer00104,CHS00392,30/04/2021 00:00,Black,15/07/2025 00:00,13096.0,620.0,0,403.92
Margin Scheme Vehicles,PUR00007,42950.0,42950.0,0.0,Margin Scheme Vehicles,S00881,REG00198,SUP00322,POST00278,19/09/2025 00:00,40800.0,Audi,RS3,RS3 2.5 TFSI Audi Sport Edition 5dr Automatic Petrol ,Hatchback,65,EXEC00022,Customer00747,CHS00999,30/11/2019 00:00,Orange,16/07/2025 00:00,13796.0,0.0,0,3618.17
Margin Scheme Vehicles,PUR00007,32250.0,32250.0,0.0,Margin Scheme Vehicles,S00982,REG00558,SUP00760,POST00196,19/09/2025 00:00,29936.0,Volkswagen,T-Roc,T-Roc 2.0 TSI R 5dr Automatic Petrol ,SUV,49,EXEC00014,Customer00332,CHS01072,26/05/2023 00:00,Black,01/08/2025 00:00,24395.0,0.0,0,619.6
Margin Scheme Vehicles,PUR00007,127950.0,129832.0,0.0,Margin Scheme Vehicles,S01039,REG01157,SUP00254,POST00565,19/09/2025 00:00,117000.0,Ferrari,Portofino,Portofino 3.8 T V8 2dr Automatic Petrol ,Convertible,42,EXEC00001,Customer00775,CHS01157,08/03/2020 00:00,Red,08/08/2025 00:00,4294.0,0.0,0,1166.4
Margin Scheme Vehicles,PUR00008,151000.0,151000.0,0.0,Margin Scheme Vehicles,S01049,REG00527,SUP00200,POST00132,19/09/2025 00:00,140000.0,Ferrari,GTC4Lusso,GTC4Lusso 6.3 V12 2dr Automatic Petrol ,Coupe,39,EXEC00009,Customer00565,CHS01151,18/05/2018 00:00,White,11/08/2025 00:00,13919.0,0.0,0,2653.57
Margin Scheme Vehicles,,7400.0,7400.0,0.0,Trade Sale Vehicles,S01122,REG00696,SUP00805,POST00909,19/09/2025 00:00,6000.0,Mitsubishi,Outlander,Outlander 2.0 h Juro 5dr Automatic Petrol Plug-in Hybrid ,SUV,23,EXEC00020,Customer00946,CHS00047,21/12/2017 00:00,Silver,27/08/2025 00:00,72500.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00007,53450.0,53450.0,0.0,Margin Scheme Vehicles,S01140,REG00626,SUP00741,POST00792,19/09/2025 00:00,50000.0,BMW,3 Series,3 Series 3.0 M340i MHT 5dr Automatic Petrol Hybrid ,Estate,18,EXEC00009,,CHS00628,06/07/2024 00:00,Skyscraper Grey metallic,01/09/2025 00:00,5056.0,0.0,0,150.0
Margin Scheme Vehicles,,3750.0,3750.0,0.0,Trade Sale Vehicles,S01143,REG01091,SUP00519,POST00909,19/09/2025 00:00,3000.0,BMW,3 Series,3 Series 2.0 320d M Sport 2dr Manual Diesel ,Convertible,18,EXEC00020,Customer00946,CHS00644,08/11/2010 00:00,Space Grey,01/09/2025 00:00,82500.0,0.0,0,0.0
Margin Scheme Vehicles,,34800.0,34800.0,0.0,Trade Sale Vehicles,S01159,REG00927,SUP00579,POST00909,19/09/2025 00:00,34789.6,Audi,RS6 Avant,RS6 Avant 4.0 TFSI V8 Performance 5dr Automatic Petrol ,Estate,16,EXEC00020,Customer00946,CHS00994,29/09/2017 00:00,Blue,03/09/2025 00:00,65000.0,0.0,0,40.0
Margin Scheme Vehicles,PUR00010,66450.0,67070.0,0.0,Margin Scheme Vehicles,S01161,REG00960,SUP00829,POST00113,19/09/2025 00:00,62500.0,BMW,X5,X5 3.0 30d MHT M Sport 5dr Automatic Diesel Hybrid ,SUV,16,EXEC00014,Customer00706,CHS00577,30/07/2024 00:00,Black Sapphire metallic paint,03/09/2025 00:00,2848.0,620.0,0,0.0
Margin Scheme Vehicles,PUR00012,18250.0,18250.0,0.0,Trade Sale Vehicles,S01167,REG00928,SUP00643,POST00909,19/09/2025 00:00,19000.0,Audi,S4,S4 3.0 TFSI V6 4dr Automatic Petrol ,Saloon,14,EXEC00020,Customer00946,CHS00540,02/02/2018 00:00,Grey,05/09/2025 00:00,60000.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00018,22000.0,22000.0,0.0,Trade Sale Vehicles,S01171,REG00278,SUP00605,POST00909,19/09/2025 00:00,21000.0,BMW,5 Series,5 Series 3.0 540i M Sport 4dr Automatic Petrol ,Saloon,14,EXEC00020,Customer00946,CHS00652,10/01/2019 00:00,Sophisto Grey,05/09/2025 00:00,61000.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00012,10300.0,10300.0,0.0,Trade Sale Vehicles,S01179,REG00710,SUP00344,POST00909,19/09/2025 00:00,9000.0,Volkswagen,Polo,Polo 1.0 EVO Match 5dr Manual Petrol ,Hatchback,11,EXEC00020,Customer00946,CHS01091,16/09/2020 00:00,Grey,08/09/2025 00:00,41022.0,0.0,0,0.0
VAT Qualifying Vehicles,PUR00010,74958.33,79598.33,14991.67,VAT Qualifying Vehicles,S01196,REG00267,SUP00007,POST00447,19/09/2025 00:00,72208.33,Aston Martin,DBX,DBX 4.0 V8 5dr Automatic Petrol ,SUV,8,EXEC00026,Customer00658,CHS00342,01/09/2021 00:00,Black,11/09/2025 00:00,19541.0,620.0,0,120.0
Margin Scheme Vehicles,PUR00001,28000.0,28000.0,0.0,Trade Sale Vehicles,S01206,REG00741,SUP00692,POST00909,19/09/2025 00:00,25000.0,BMW,X5,X5 3.0 30d M Sport 5dr Automatic Diesel ,SUV,1,EXEC00020,Customer00946,CHS00640,20/03/2019 00:00,Black Sapphire metallic paint,18/09/2025 00:00,83885.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,18000.0,18000.0,0.0,Trade Sale Vehicles,S01208,REG00266,SUP00013,POST00909,19/09/2025 00:00,16500.0,Kia,Stinger,Stinger 3.3 T-GDi V6 GT S 5dr Automatic Petrol ,Hatchback,0,EXEC00020,Customer00946,CHS00077,14/11/2017 00:00,Grey,19/09/2025 00:00,,0.0,0,0.0
Margin Scheme Vehicles,PUR00001,44500.0,44500.0,0.0,Margin Scheme Vehicles,S01126,REG00833,SUP00190,POST00746,20/09/2025 00:00,38000.0,Lexus,LC,LC 3.5 500h Launch Edition 2dr Automatic Petrol Hybrid ,Coupe,24,EXEC00007,Customer00331,CHS00069,23/09/2017 00:00,White,27/08/2025 00:00,52054.0,0.0,0,1414.07
Margin Scheme Vehicles,PUR00015,73990.0,74320.0,0.0,Margin Scheme Vehicles,S01189,REG01081,SUP00095,POST00025,20/09/2025 00:00,70000.0,Land Rover,Range Rover Sport,Range Rover Sport 3.0 D350 MHEV First Edition 5dr Automatic Diesel ,SUV,10,EXEC00009,Customer00210,CHS00134,05/01/2023 00:00,Black,10/09/2025 00:00,29438.0,330.0,0,459.9
Margin Scheme Vehicles,PUR00007,57000.0,59647.0,0.0,Margin Scheme Vehicles,S00425,REG00557,SUP00884,POST00756,22/09/2025 00:00,55200.0,Maserati,Levante,Levante 3.0 V6 Modena 5dr Automatic Petrol ,SUV,136,EXEC00022,Customer00037,CHS01194,09/06/2023 00:00,Red,09/05/2025 00:00,5683.0,0.0,0,30.0
Margin Scheme Vehicles,PUR00015,35950.0,35950.0,0.0,Margin Scheme Vehicles,S00500,REG00518,SUP00646,POST00223,22/09/2025 00:00,36000.0,MINI,Cooper Convertible,Cooper Convertible 2.0 John Cooper Works 2dr Automatic Petrol ,Convertible,125,EXEC00026,Customer00748,CHS00788,30/01/2025 00:00,Midnight Black II,20/05/2025 00:00,810.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00007,41750.0,41750.0,0.0,Margin Scheme Vehicles,S00831,REG00785,SUP00575,POST00590,22/09/2025 00:00,41000.0,BMW,4 Series Gran Coupe,4 Series Gran Coupe 3.0 M440i MHT 5dr Automatic Petrol Hybrid ,Hatchback,75,EXEC00016,Customer00844,CHS00573,23/05/2023 00:00,Black Sapphire metallic paint,09/07/2025 00:00,13578.0,0.0,0,110.0
Margin Scheme Vehicles,,93500.0,93500.0,0.0,Margin Scheme Vehicles,S00857,REG00168,SUP00333,POST00382,22/09/2025 00:00,87000.0,Mercedes-Benz,AMG GT,AMG GT 4.0 V8 BiTurbo R 2dr Automatic Petrol ,Coupe,70,EXEC00020,Customer00648,CHS00808,07/03/2019 00:00,Black,14/07/2025 00:00,23000.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00007,160950.0,163620.0,0.0,Margin Scheme Vehicles,S00987,REG00826,SUP00471,POST00089,22/09/2025 00:00,151162.0,Lamborghini,Huracan,Huracan 5.2 V10 LP 610-4 2dr Automatic Petrol ,Convertible,51,EXEC00007,Customer00591,CHS01187,28/03/2018 00:00,Green,02/08/2025 00:00,5755.0,0.0,0,1202.05
Margin Scheme Vehicles,PUR00015,63323.0,68003.0,0.0,Trade Sale Vehicles,S01026,REG01156,SUP00080,POST00390,22/09/2025 00:00,62000.0,Porsche,718,718 4.0 Boxster Gts 3dr Automatic Petrol ,Convertible,46,EXEC00020,Customer00078,CHS00817,22/04/2022 00:00,White,07/08/2025 00:00,1729.0,4680.0,0,0.0
Margin Scheme Vehicles,PUR00018,19600.0,19600.0,0.0,Trade Sale Vehicles,S01060,REG00909,SUP00657,POST00852,22/09/2025 00:00,17500.0,Land Rover,Range Rover Sport,Range Rover Sport 3.0 SD V6 HSE Dynamic 5dr Automatic Diesel ,SUV,40,EXEC00019,Customer00061,CHS00252,30/03/2018 00:00,White,13/08/2025 00:00,59682.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,38240.0,38821.0,0.0,Margin Scheme Vehicles,S01088,REG01053,SUP00649,POST00125,22/09/2025 00:00,33800.0,Mercedes-Benz,GLC,GLC 4.0 GLC63 V8 BiTurbo AMG S 5dr Automatic Petrol ,SUV,33,EXEC00018,Customer00182,CHS00748,01/12/2018 00:00,Grey,20/08/2025 00:00,43411.0,0.0,0,1180.95
Margin Scheme Vehicles,PUR00015,276000.0,276000.0,0.0,Margin Scheme Vehicles,S01146,REG00561,SUP00198,POST00538,22/09/2025 00:00,240000.0,Ferrari,SF90 Stradale,SF90 Stradale 4.0 T V8 2dr Automatic Petrol Plug-in Hybrid ,Coupe,21,EXEC00012,Customer00880,CHS01164,14/01/2021 00:00,Black,01/09/2025 00:00,4686.0,0.0,0,2460.95
Margin Scheme Vehicles,PUR00007,29575.0,29575.0,0.0,Margin Scheme Vehicles,S01162,REG00981,SUP00747,POST00532,22/09/2025 00:00,27000.0,MINI,Countryman,Countryman 2.0 Cooper S Sport 5dr Automatic Petrol ,SUV,18,EXEC00009,Customer00804,CHS00792,06/09/2023 00:00,Enigmatic Black,04/09/2025 00:00,10349.0,0.0,0,400.0
VAT Qualifying Vehicles,PUR00015,21491.67,22829.67,4298.33,VAT Qualifying Vehicles,S01165,REG00671,SUP00875,POST00816,22/09/2025 00:00,18541.67,Tesla,Model Y,Model Y 0.0 Long Range 5dr Automatic Electric ,SUV,18,EXEC00020,Customer00415,CHS00082,07/09/2022 00:00,Black,04/09/2025 00:00,34579.0,165.0,0,1435.1
Margin Scheme Vehicles,PUR00007,91105.0,91105.0,0.0,Margin Scheme Vehicles,S01169,REG00814,SUP00881,POST00772,22/09/2025 00:00,85000.0,Porsche,911,911 3.0 T 992 Carrera S 2dr Automatic Petrol ,Coupe,17,EXEC00014,Customer00741,CHS00901,26/04/2021 00:00,Grey,05/09/2025 00:00,14790.0,0.0,0,588.75
Margin Scheme Vehicles,PUR00015,95450.0,95450.0,0.0,Margin Scheme Vehicles,S01183,REG00480,SUP00846,POST00469,22/09/2025 00:00,87000.0,Porsche,911,911 3.0 T 992 Carrera 4S 2dr Manual Petrol ,Coupe,13,EXEC00001,Customer00250,CHS00906,08/11/2021 00:00,Black,09/09/2025 00:00,10981.0,0.0,0,1647.61
Margin Scheme Vehicles,,10000.0,10000.0,0.0,Trade Sale Vehicles,S01194,REG00467,SUP00183,POST00587,22/09/2025 00:00,10000.0,Volkswagen,Passat,Passat 2.0 TDI R-Line 5dr Automatic Diesel ,Estate,11,EXEC00019,Customer00904,CHS01076,18/12/2018 00:00,Grey,11/09/2025 00:00,88784.0,0.0,0,0.0
Margin Scheme Vehicles,,34012.5,34012.5,0.0,Margin Scheme Vehicles,S01086,REG00016,SUP00618,POST00620,23/09/2025 00:00,30000.0,Jaguar,F-Type,F-Type 3.0 V6 R-Dynamic 2dr Automatic Petrol ,Coupe,34,EXEC00018,Customer00590,CHS00100,14/04/2018 00:00,Blue,20/08/2025 00:00,35087.0,0.0,0,60.0
VAT Qualifying Vehicles,PUR00015,22916.67,22916.67,4583.33,VAT Qualifying Vehicles,S01152,REG00055,SUP00875,POST00338,23/09/2025 00:00,20666.67,Mercedes-Benz,EQC,EQC 0.0 EQC 400 AMG Line 5dr Automatic Electric ,SUV,21,EXEC00005,Customer00424,CHS00448,13/09/2022 00:00,Grey,02/09/2025 00:00,18732.0,0.0,0,130.0
VAT Qualifying Vehicles,PUR00015,46916.67,50057.67,9383.33,VAT Qualifying Vehicles,S01187,REG00686,SUP00009,POST00669,23/09/2025 00:00,42500.0,Ford,Ranger,Ranger 3.0 TD V6 EcoBlue MS-RT 4dr Automatic Diesel ,Pickup,13,EXEC00016,Customer00887,CHS00042,22/11/2024 00:00,Frozen White (Solid Paint),10/09/2025 00:00,7410.0,345.0,0,60.0
VAT Qualifying Vehicles,PUR00010,69958.33,69958.33,13991.67,VAT Qualifying Vehicles,S01193,REG00556,SUP00007,POST00667,23/09/2025 00:00,66081.67,Audi,RS6 Avant,RS6 Avant 4.0 TFSI V8 Vorsprung 5dr Automatic Petrol ,Estate,12,EXEC00014,Customer00137,CHS01013,07/06/2022 00:00,Grey,11/09/2025 00:00,41904.0,0.0,0,981.63
Margin Scheme Vehicles,PUR00015,164990.0,164990.0,0.0,Trade Sale Vehicles,S01197,REG00757,SUP00023,POST00114,23/09/2025 00:00,155000.0,Bentley,Flying Spur,Flying Spur 2.9 TFSi V6 Azure 4dr Automatic Petrol Plug-in Hybrid ,Saloon,12,EXEC00009,Customer00902,CHS00300,01/05/2024 00:00,Green,11/09/2025 00:00,8551.0,0.0,0,150.0
Margin Scheme Vehicles,PUR00015,60000.0,60000.0,0.0,Trade Sale Vehicles,S01204,REG00769,SUP00020,POST00292,23/09/2025 00:00,60000.0,Land Rover,Range Rover Sport,Range Rover Sport 3.0 D300 MHEV Dynamic SE 5dr Automatic Diesel ,SUV,8,EXEC00011,Customer00053,CHS00131,30/09/2022 00:00,Black,15/09/2025 00:00,31549.0,0.0,0,40.0
Margin Scheme Vehicles,PUR00010,50950.0,51291.0,0.0,Margin Scheme Vehicles,S00603,REG00966,SUP00472,POST00805,24/09/2025 00:00,50501.0,Porsche,718 Boxster,718 Boxster 2.0 T 2dr Manual Petrol ,Convertible,110,EXEC00003,Customer00183,CHS00821,27/07/2023 00:00,Green,06/06/2025 00:00,1841.0,341.0,0,60.0
Margin Scheme Vehicles,PUR00010,54000.0,54620.0,0.0,Margin Scheme Vehicles,S00834,REG00946,SUP00829,POST00323,24/09/2025 00:00,52000.0,Jaguar,F-Type,F-Type 5.0 V8 75 Plus 2dr Automatic Petrol ,Coupe,77,EXEC00020,Customer00121,CHS00107,12/04/2024 00:00,Black,09/07/2025 00:00,11639.0,620.0,0,818.0
VAT Qualifying Vehicles,PUR00010,77491.67,78111.67,15498.33,VAT Qualifying Vehicles,S00838,REG00615,SUP00005,POST00054,24/09/2025 00:00,73948.92,Porsche,911,911 3.0 T 992 Carrera S 2dr Automatic Petrol ,Convertible,77,EXEC00022,Customer00025,CHS00915,15/09/2022 00:00,Black,09/07/2025 00:00,8812.0,620.0,0,0.0
Margin Scheme Vehicles,,12500.0,12500.0,0.0,Trade Sale Vehicles,S00921,REG00533,SUP00779,POST00328,24/09/2025 00:00,13000.0,Land Rover,Range Rover Evoque,Range Rover Evoque 2.0 TD4 HSE Dynamic 2dr Automatic Diesel ,Convertible,64,EXEC00015,Customer00818,CHS00237,30/09/2018 00:00,Grey,22/07/2025 00:00,63000.0,0.0,0,0.0
